age,year,improvement_rate
36,1972,0.018500000000000003
36,1973,0.024800000000000003
36,1974,0.0296
36,1975,0.0323
36,1976,0.0329
36,1977,0.0316
36,1978,0.028800000000000003
36,1979,0.0247
36,1980,0.019200000000000002
36,1981,0.0123
36,1982,0.0036000000000000003
36,1983,-0.0067
36,1984,-0.0177
36,1985,-0.027700000000000002
36,1986,-0.0351
36,1987,-0.038700000000000005
36,1988,-0.0381
36,1989,-0.033800000000000004
36,1990,-0.026000000000000002
36,1991,-0.015300000000000001
36,1992,-0.0018000000000000002
36,1993,0.014
36,1994,0.0308
36,1995,0.0461
36,1996,0.057
36,1997,0.060500000000000005
36,1998,0.056400000000000006
36,1999,0.0468
36,2000,0.035
36,2001,0.0241
36,2002,0.0162
36,2003,0.011600000000000001
36,2004,0.0098
36,2005,0.0098
36,2006,0.010700000000000001
36,2007,0.0118
36,2008,0.012
36,2009,0.010700000000000001
36,2010,0.0076
36,2011,0.0027
36,2012,-0.0036000000000000003
36,2013,-0.0044
36,2014,-0.0044
36,2015,-0.0036
36,2016,-0.0022
36,2017,-0.0003
36,2018,0.0019
36,2019,0.0042
36,2020,0.0064
36,2021,0.0083
36,2022,0.0096
36,2023,0.0106
36,2024,0.0112
36,2025,0.0115
36,2026,0.0116
36,2027,0.0114
36,2028,0.0111
36,2029,0.0107
36,2030,0.0103
36,2031,0.0101
37,1951,0.0388
37,1952,0.0345
37,1953,0.029900000000000003
37,1954,0.025
37,1955,0.0198
37,1956,0.0146
37,1957,0.0097
37,1958,0.0053
37,1959,0.0013000000000000002
37,1960,-0.0025
37,1961,-0.006
37,1962,-0.0094
37,1963,-0.0122
37,1964,-0.014100000000000001
37,1965,-0.015000000000000001
37,1966,-0.0143
37,1967,-0.012100000000000001
37,1968,-0.008
37,1969,-0.0022
37,1970,0.0047
37,1971,0.012100000000000001
37,1972,0.0193
37,1973,0.025500000000000002
37,1974,0.0302
37,1975,0.033100000000000004
37,1976,0.0339
37,1977,0.033
37,1978,0.0307
37,1979,0.027
37,1980,0.0219
37,1981,0.0152
37,1982,0.0066
37,1983,-0.0035
37,1984,-0.0145
37,1985,-0.0246
37,1986,-0.0322
37,1987,-0.0364
37,1988,-0.0367
37,1989,-0.0333
37,1990,-0.026500000000000003
37,1991,-0.0167
37,1992,-0.004
37,1993,0.011000000000000001
37,1994,0.027200000000000002
37,1995,0.042100000000000005
37,1996,0.052700000000000004
37,1997,0.056400000000000006
37,1998,0.0528
37,1999,0.0439
37,2000,0.033100000000000004
37,2001,0.0234
37,2002,0.0167
37,2003,0.0131
37,2004,0.0122
37,2005,0.0129
37,2006,0.0142
37,2007,0.0154
37,2008,0.015700000000000002
37,2009,0.0142
37,2010,0.0109
37,2011,0.0057
37,2012,-0.0008
37,2013,-0.002
37,2014,-0.0025
37,2015,-0.0023
37,2016,-0.0014
37,2017,-0.0001
37,2018,0.0017
37,2019,0.0036
37,2020,0.0056
37,2021,0.0073
37,2022,0.0087
37,2023,0.0097
37,2024,0.0105
37,2025,0.0109
37,2026,0.0112
37,2027,0.0112
37,2028,0.011
37,2029,0.0107
37,2030,0.0103
37,2031,0.0101
38,1951,0.0374
38,1952,0.0334
38,1953,0.0292
38,1954,0.0246
38,1955,0.019700000000000002
38,1956,0.014700000000000001
38,1957,0.0099
38,1958,0.0057
38,1959,0.0018000000000000002
38,1960,-0.0019
38,1961,-0.0054
38,1962,-0.008700000000000001
38,1963,-0.0114
38,1964,-0.013300000000000001
38,1965,-0.014100000000000001
38,1966,-0.013600000000000001
38,1967,-0.011300000000000001
38,1968,-0.0073
38,1969,-0.0015
38,1970,0.0054
38,1971,0.012700000000000001
38,1972,0.0198
38,1973,0.025900000000000003
38,1974,0.030600000000000002
38,1975,0.0335
38,1976,0.0346
38,1977,0.0341
38,1978,0.0322
38,1979,0.029
38,1980,0.024300000000000002
38,1981,0.018000000000000002
38,1982,0.0099
38,1983,0.0001
38,1984,-0.0105
38,1985,-0.0204
38,1986,-0.028200000000000003
38,1987,-0.0329
38,1988,-0.0341
38,1989,-0.0318
38,1990,-0.0263
38,1991,-0.0177
38,1992,-0.0061
38,1993,0.0079
38,1994,0.0233
38,1995,0.0376
38,1996,0.047900000000000005
38,1997,0.0517
38,1998,0.0485
38,1999,0.0405
38,2000,0.0307
38,2001,0.0221
38,2002,0.0164
38,2003,0.013800000000000002
38,2004,0.013800000000000002
38,2005,0.0152
38,2006,0.0171
38,2007,0.0188
38,2008,0.019200000000000002
38,2009,0.0178
38,2010,0.014400000000000001
38,2011,0.009000000000000001
38,2012,0.0023
38,2013,0.0009
38,2014,0.0
38,2015,-0.0004
38,2016,-0.0002
38,2017,0.0006
38,2018,0.0018
38,2019,0.0033
38,2020,0.0049
38,2021,0.0064
38,2022,0.0078
38,2023,0.0089
38,2024,0.0097
38,2025,0.0104
38,2026,0.0107
38,2027,0.0108
38,2028,0.0108
38,2029,0.0106
38,2030,0.0103
38,2031,0.0101
39,1951,0.0357
39,1952,0.0322
39,1953,0.0284
39,1954,0.024200000000000003
39,1955,0.0195
39,1956,0.014700000000000001
39,1957,0.0102
39,1958,0.0061
39,1959,0.0023
39,1960,-0.0012000000000000001
39,1961,-0.0046
39,1962,-0.0078000000000000005
39,1963,-0.0105
39,1964,-0.012400000000000001
39,1965,-0.0132
39,1966,-0.012700000000000001
39,1967,-0.0105
39,1968,-0.0066
39,1969,-0.0009000000000000001
39,1970,0.0059
39,1971,0.0132
39,1972,0.0201
39,1973,0.0261
39,1974,0.0307
39,1975,0.033600000000000005
39,1976,0.0349
39,1977,0.034800000000000005
39,1978,0.0334
39,1979,0.030600000000000002
39,1980,0.026500000000000003
39,1981,0.0207
39,1982,0.0131
39,1983,0.0039000000000000003
39,1984,-0.0061
39,1985,-0.0155
39,1986,-0.023200000000000002
39,1987,-0.028300000000000002
39,1988,-0.0304
39,1989,-0.029300000000000003
39,1990,-0.0252
39,1991,-0.0181
39,1992,-0.008
39,1993,0.0049
39,1994,0.0193
39,1995,0.0329
39,1996,0.042800000000000005
39,1997,0.0465
39,1998,0.0438
39,1999,0.0367
39,2000,0.0279
39,2001,0.020300000000000002
39,2002,0.0155
39,2003,0.013900000000000001
39,2004,0.0146
39,2005,0.016800000000000002
39,2006,0.0194
39,2007,0.021500000000000002
39,2008,0.0223
39,2009,0.0211
39,2010,0.0178
39,2011,0.012400000000000001
39,2012,0.0056
39,2013,0.004
39,2014,0.0028
39,2015,0.0019
39,2016,0.0016
39,2017,0.0017
39,2018,0.0023
39,2019,0.0033
39,2020,0.0045
39,2021,0.0058
39,2022,0.007
39,2023,0.0081
39,2024,0.0091
39,2025,0.0098
39,2026,0.0103
39,2027,0.0105
39,2028,0.0106
39,2029,0.0104
39,2030,0.0103
39,2031,0.0101
40,1951,0.0339
40,1952,0.0307
40,1953,0.0274
40,1954,0.0235
40,1955,0.019200000000000002
40,1956,0.014700000000000001
40,1957,0.010400000000000001
40,1958,0.0066
40,1959,0.003
40,1960,-0.0005
40,1961,-0.0037
40,1962,-0.0068000000000000005
40,1963,-0.0095
40,1964,-0.0114
40,1965,-0.0123
40,1966,-0.0118
40,1967,-0.0097
40,1968,-0.0059
40,1969,-0.0004
40,1970,0.0063
40,1971,0.0134
40,1972,0.020200000000000003
40,1973,0.026000000000000002
40,1974,0.030500000000000003
40,1975,0.0335
40,1976,0.035
40,1977,0.0352
40,1978,0.0342
40,1979,0.031900000000000005
40,1980,0.028200000000000003
40,1981,0.023
40,1982,0.0161
40,1983,0.0077
40,1984,-0.0015
40,1985,-0.0103
40,1986,-0.0177
40,1987,-0.023
40,1988,-0.025900000000000003
40,1989,-0.026000000000000002
40,1990,-0.0234
40,1991,-0.0178
40,1992,-0.0092
40,1993,0.0023
40,1994,0.0155
40,1995,0.028200000000000003
40,1996,0.0375
40,1997,0.0412
40,1998,0.038900000000000004
40,1999,0.0325
40,2000,0.024800000000000003
40,2001,0.0181
40,2002,0.0142
40,2003,0.013300000000000001
40,2004,0.0149
40,2005,0.0177
40,2006,0.021
40,2007,0.0236
40,2008,0.024800000000000003
40,2009,0.0239
40,2010,0.020800000000000003
40,2011,0.015600000000000001
40,2012,0.009000000000000001
40,2013,0.0073
40,2014,0.0058
40,2015,0.0045
40,2016,0.0036
40,2017,0.0031
40,2018,0.0031
40,2019,0.0035
40,2020,0.0043
40,2021,0.0053
40,2022,0.0064
40,2023,0.0075
40,2024,0.0084
40,2025,0.0092
40,2026,0.0098
40,2027,0.0102
40,2028,0.0103
40,2029,0.0103
40,2030,0.0102
40,2031,0.0101
41,1951,0.032
41,1952,0.0292
41,1953,0.0262
41,1954,0.0228
41,1955,0.0188
41,1956,0.014700000000000001
41,1957,0.0106
41,1958,0.007
41,1959,0.0035
41,1960,0.00030000000000000003
41,1961,-0.0029000000000000002
41,1962,-0.0058000000000000005
41,1963,-0.008400000000000001
41,1964,-0.0103
41,1965,-0.0112
41,1966,-0.0108
41,1967,-0.0088
41,1968,-0.005200000000000001
41,1969,0.0001
41,1970,0.0066
41,1971,0.0135
41,1972,0.02
41,1973,0.0258
41,1974,0.0302
41,1975,0.0333
41,1976,0.035
41,1977,0.0354
41,1978,0.0346
41,1979,0.0327
41,1980,0.029500000000000002
41,1981,0.024900000000000002
41,1982,0.0188
41,1983,0.011300000000000001
41,1984,0.0031000000000000003
41,1985,-0.005
41,1986,-0.012
41,1987,-0.017400000000000002
41,1988,-0.020900000000000002
41,1989,-0.0221
41,1990,-0.020800000000000003
41,1991,-0.0167
41,1992,-0.0097
41,1993,0.0004
41,1994,0.0122
41,1995,0.023700000000000002
41,1996,0.0323
41,1997,0.0357
41,1998,0.033800000000000004
41,1999,0.028200000000000003
41,2000,0.021400000000000002
41,2001,0.015700000000000002
41,2002,0.0126
41,2003,0.012400000000000001
41,2004,0.0146
41,2005,0.018000000000000002
41,2006,0.0218
41,2007,0.025
41,2008,0.026500000000000003
41,2009,0.026000000000000002
41,2010,0.023200000000000002
41,2011,0.0183
41,2012,0.012100000000000001
41,2013,0.0105
41,2014,0.0088
41,2015,0.0072
41,2016,0.0058
41,2017,0.0048
41,2018,0.0042
41,2019,0.0041
41,2020,0.0044
41,2021,0.005
41,2022,0.0059
41,2023,0.0069
41,2024,0.0079
41,2025,0.0087
41,2026,0.0094
41,2027,0.0099
41,2028,0.0101
41,2029,0.0102
41,2030,0.0102
41,2031,0.0101
42,1951,0.0302
42,1952,0.027700000000000002
42,1953,0.025
42,1954,0.0219
42,1955,0.0183
42,1956,0.014400000000000001
42,1957,0.010700000000000001
42,1958,0.007200000000000001
42,1959,0.004
42,1960,0.0009000000000000001
42,1961,-0.0021000000000000003
42,1962,-0.0049
42,1963,-0.0073
42,1964,-0.0091
42,1965,-0.01
42,1966,-0.009600000000000001
42,1967,-0.0078000000000000005
42,1968,-0.0044
42,1969,0.0006000000000000001
42,1970,0.0068000000000000005
42,1971,0.0134
42,1972,0.019700000000000002
42,1973,0.0253
42,1974,0.0298
42,1975,0.0329
42,1976,0.0347
42,1977,0.035300000000000005
42,1978,0.034800000000000005
42,1979,0.033100000000000004
42,1980,0.0304
42,1981,0.0264
42,1982,0.0211
42,1983,0.0146
42,1984,0.0073
42,1985,0.0001
42,1986,-0.0064
42,1987,-0.0118
42,1988,-0.015700000000000002
42,1989,-0.0177
42,1990,-0.0175
42,1991,-0.0148
42,1992,-0.0092
42,1993,-0.0007
42,1994,0.009600000000000001
42,1995,0.0198
42,1996,0.0274
42,1997,0.0304
42,1998,0.0287
42,1999,0.0238
42,2000,0.0179
42,2001,0.0132
42,2002,0.0108
42,2003,0.011300000000000001
42,2004,0.013900000000000001
42,2005,0.0178
42,2006,0.022000000000000002
42,2007,0.025500000000000002
42,2008,0.0274
42,2009,0.027200000000000002
42,2010,0.024900000000000002
42,2011,0.0205
42,2012,0.0149
42,2013,0.0134
42,2014,0.0117
42,2015,0.0099
42,2016,0.0081
42,2017,0.0066
42,2018,0.0055
42,2019,0.0049
42,2020,0.0047
42,2021,0.005
42,2022,0.0056
42,2023,0.0065
42,2024,0.0074
42,2025,0.0083
42,2026,0.009
42,2027,0.0096
42,2028,0.0099
42,2029,0.0101
42,2030,0.0101
42,2031,0.01
43,1951,0.0285
43,1952,0.0262
43,1953,0.0238
43,1954,0.021
43,1955,0.0176
43,1956,0.014100000000000001
43,1957,0.0106
43,1958,0.0073
43,1959,0.0043
43,1960,0.0014
43,1961,-0.0014
43,1962,-0.004
43,1963,-0.0063
43,1964,-0.0079
43,1965,-0.008700000000000001
43,1966,-0.008400000000000001
43,1967,-0.0067
43,1968,-0.0035
43,1969,0.0012000000000000001
43,1970,0.007
43,1971,0.0132
43,1972,0.0193
43,1973,0.0247
43,1974,0.0292
43,1975,0.0324
43,1976,0.034300000000000004
43,1977,0.035
43,1978,0.0346
43,1979,0.0332
43,1980,0.0309
43,1981,0.0275
43,1982,0.023
43,1983,0.0175
43,1984,0.0112
43,1985,0.0048000000000000004
43,1986,-0.0013000000000000002
43,1987,-0.0066
43,1988,-0.010700000000000001
43,1989,-0.0132
43,1990,-0.013800000000000002
43,1991,-0.012100000000000001
43,1992,-0.0077
43,1993,-0.0007
43,1994,0.008
43,1995,0.0166
43,1996,0.023
43,1997,0.025500000000000002
43,1998,0.0238
43,1999,0.0195
43,2000,0.014400000000000001
43,2001,0.0105
43,2002,0.0089
43,2003,0.0099
43,2004,0.0129
43,2005,0.0171
43,2006,0.021500000000000002
43,2007,0.0252
43,2008,0.0274
43,2009,0.027600000000000003
43,2010,0.0257
43,2011,0.0221
43,2012,0.0171
43,2013,0.0159
43,2014,0.0142
43,2015,0.0123
43,2016,0.0103
43,2017,0.0085
43,2018,0.007
43,2019,0.0059
43,2020,0.0053
43,2021,0.0052
43,2022,0.0056
43,2023,0.0063
43,2024,0.0071
43,2025,0.008
43,2026,0.0087
43,2027,0.0093
43,2028,0.0097
43,2029,0.01
43,2030,0.01
43,2031,0.01
44,1951,0.0269
44,1952,0.0247
44,1953,0.022500000000000003
44,1954,0.0199
44,1955,0.016900000000000002
44,1956,0.013600000000000001
44,1957,0.0103
44,1958,0.0073
44,1959,0.0044
44,1960,0.0017000000000000001
44,1961,-0.0009000000000000001
44,1962,-0.0032
44,1963,-0.0053
44,1964,-0.0067
44,1965,-0.0074
44,1966,-0.007
44,1967,-0.0054
44,1968,-0.0024000000000000002
44,1969,0.0019
44,1970,0.007200000000000001
44,1971,0.013000000000000001
44,1972,0.0187
44,1973,0.024
44,1974,0.0285
44,1975,0.0318
44,1976,0.0337
44,1977,0.0345
44,1978,0.0342
44,1979,0.033
44,1980,0.031
44,1981,0.028200000000000003
44,1982,0.0245
44,1983,0.0199
44,1984,0.0145
44,1985,0.0088
44,1986,0.0033
44,1987,-0.0017000000000000001
44,1988,-0.0059
44,1989,-0.008700000000000001
44,1990,-0.0097
44,1991,-0.008700000000000001
44,1992,-0.0054
44,1993,0.0002
44,1994,0.007200000000000001
44,1995,0.0142
44,1996,0.0193
44,1997,0.0211
44,1998,0.0194
44,1999,0.0154
44,2000,0.011000000000000001
44,2001,0.0079
44,2002,0.006900000000000001
44,2003,0.0083
44,2004,0.011600000000000001
44,2005,0.0159
44,2006,0.0204
44,2007,0.024200000000000003
44,2008,0.026600000000000002
44,2009,0.027200000000000002
44,2010,0.025900000000000003
44,2011,0.0229
44,2012,0.0188
44,2013,0.0178
44,2014,0.0163
44,2015,0.0144
44,2016,0.0124
44,2017,0.0103
44,2018,0.0085
44,2019,0.0071
44,2020,0.0061
44,2021,0.0056
44,2022,0.0057
44,2023,0.0062
44,2024,0.0069
44,2025,0.0077
44,2026,0.0084
44,2027,0.0091
44,2028,0.0095
44,2029,0.0098
44,2030,0.01
44,2031,0.01
45,1951,0.025400000000000002
45,1952,0.0233
45,1953,0.0212
45,1954,0.0188
45,1955,0.016
45,1956,0.013000000000000001
45,1957,0.01
45,1958,0.0071
45,1959,0.0044
45,1960,0.0018000000000000002
45,1961,-0.0005
45,1962,-0.0026000000000000003
45,1963,-0.0044
45,1964,-0.0056
45,1965,-0.0061
45,1966,-0.0056
45,1967,-0.0041
45,1968,-0.0013000000000000002
45,1969,0.0027
45,1970,0.0076
45,1971,0.0129
45,1972,0.0183
45,1973,0.0234
45,1974,0.027700000000000002
45,1975,0.031
45,1976,0.033
45,1977,0.0337
45,1978,0.0335
45,1979,0.0324
45,1980,0.0308
45,1981,0.0285
45,1982,0.025500000000000002
45,1983,0.0217
45,1984,0.0171
45,1985,0.0122
45,1986,0.007200000000000001
45,1987,0.0025
45,1988,-0.0014
45,1989,-0.004200000000000001
45,1990,-0.0054
45,1991,-0.0049
45,1992,-0.0024000000000000002
45,1993,0.0019
45,1994,0.0073
45,1995,0.012700000000000001
45,1996,0.0165
45,1997,0.0175
45,1998,0.015600000000000001
45,1999,0.0119
45,2000,0.008
45,2001,0.0054
45,2002,0.0048000000000000004
45,2003,0.006500000000000001
45,2004,0.01
45,2005,0.014400000000000001
45,2006,0.0189
45,2007,0.0227
45,2008,0.0252
45,2009,0.0261
45,2010,0.0253
45,2011,0.023
45,2012,0.019700000000000002
45,2013,0.0191
45,2014,0.0178
45,2015,0.0161
45,2016,0.0141
45,2017,0.012
45,2018,0.01
45,2019,0.0083
45,2020,0.007
45,2021,0.0062
45,2022,0.0061
45,2023,0.0064
45,2024,0.0069
45,2025,0.0075
45,2026,0.0082
45,2027,0.0089
45,2028,0.0094
45,2029,0.0097
45,2030,0.0099
45,2031,0.01
46,1951,0.0239
46,1952,0.022000000000000002
46,1953,0.02
46,1954,0.0177
46,1955,0.0151
46,1956,0.0123
46,1957,0.0095
46,1958,0.0067
46,1959,0.004200000000000001
46,1960,0.0019
46,1961,-0.0002
46,1962,-0.0021000000000000003
46,1963,-0.0036000000000000003
46,1964,-0.0045000000000000005
46,1965,-0.0048000000000000004
46,1966,-0.004200000000000001
46,1967,-0.0027
46,1968,0.0
46,1969,0.0037
46,1970,0.0082
46,1971,0.013000000000000001
46,1972,0.018000000000000002
46,1973,0.0227
46,1974,0.0269
46,1975,0.030100000000000002
46,1976,0.032
46,1977,0.0328
46,1978,0.032600000000000004
46,1979,0.0317
46,1980,0.0303
46,1981,0.0285
46,1982,0.0261
46,1983,0.023
46,1984,0.019100000000000002
46,1985,0.0148
46,1986,0.010400000000000001
46,1987,0.0063
46,1988,0.0027
46,1989,0.0001
46,1990,-0.0012000000000000001
46,1991,-0.0009000000000000001
46,1992,0.0009000000000000001
46,1993,0.0041
46,1994,0.0081
46,1995,0.012100000000000001
46,1996,0.014700000000000001
46,1997,0.0149
46,1998,0.012700000000000001
46,1999,0.0091
46,2000,0.0054
46,2001,0.0031000000000000003
46,2002,0.0028
46,2003,0.0046
46,2004,0.0081
46,2005,0.012400000000000001
46,2006,0.016900000000000002
46,2007,0.020800000000000003
46,2008,0.0234
46,2009,0.0245
46,2010,0.024200000000000003
46,2011,0.022600000000000002
46,2012,0.02
46,2013,0.0197
46,2014,0.0187
46,2015,0.0173
46,2016,0.0154
46,2017,0.0134
46,2018,0.0113
46,2019,0.0095
46,2020,0.008
46,2021,0.007
46,2022,0.0066
46,2023,0.0067
46,2024,0.007
46,2025,0.0075
46,2026,0.0081
46,2027,0.0087
46,2028,0.0092
46,2029,0.0096
46,2030,0.0099
46,2031,0.01
47,1951,0.022500000000000003
47,1952,0.0207
47,1953,0.0188
47,1954,0.0167
47,1955,0.0143
47,1956,0.011600000000000001
47,1957,0.0089
47,1958,0.0063
47,1959,0.0039000000000000003
47,1960,0.0018000000000000002
47,1961,0.0
47,1962,-0.0016
47,1963,-0.0028
47,1964,-0.0035
47,1965,-0.0036000000000000003
47,1966,-0.0029000000000000002
47,1967,-0.0013000000000000002
47,1968,0.0013000000000000002
47,1969,0.0048000000000000004
47,1970,0.0089
47,1971,0.013300000000000001
47,1972,0.0178
47,1973,0.0222
47,1974,0.0261
47,1975,0.0291
47,1976,0.0309
47,1977,0.0316
47,1978,0.0315
47,1979,0.0308
47,1980,0.0297
47,1981,0.028300000000000002
47,1982,0.0263
47,1983,0.023700000000000002
47,1984,0.0205
47,1985,0.016800000000000002
47,1986,0.013000000000000001
47,1987,0.0094
47,1988,0.0064
47,1989,0.004200000000000001
47,1990,0.003
47,1991,0.003
47,1992,0.0043
47,1993,0.0066
47,1994,0.0095
47,1995,0.0122
47,1996,0.013800000000000002
47,1997,0.0134
47,1998,0.0109
47,1999,0.0071
47,2000,0.0035
47,2001,0.0011
47,2002,0.0008
47,2003,0.0025
47,2004,0.0059
47,2005,0.0102
47,2006,0.014700000000000001
47,2007,0.018500000000000003
47,2008,0.0212
47,2009,0.022600000000000002
47,2010,0.0227
47,2011,0.021500000000000002
47,2012,0.0195
47,2013,0.0196
47,2014,0.019
47,2015,0.0178
47,2016,0.0163
47,2017,0.0144
47,2018,0.0125
47,2019,0.0107
47,2020,0.0091
47,2021,0.0079
47,2022,0.0073
47,2023,0.0071
47,2024,0.0072
47,2025,0.0076
47,2026,0.0081
47,2027,0.0086
47,2028,0.0091
47,2029,0.0096
47,2030,0.0098
47,2031,0.01
48,1951,0.0212
48,1952,0.0195
48,1953,0.0178
48,1954,0.0158
48,1955,0.0135
48,1956,0.0109
48,1957,0.0083
48,1958,0.0058000000000000005
48,1959,0.0036000000000000003
48,1960,0.0017000000000000001
48,1961,0.0001
48,1962,-0.0013000000000000002
48,1963,-0.0022
48,1964,-0.0027
48,1965,-0.0026000000000000003
48,1966,-0.0017000000000000001
48,1967,0.0
48,1968,0.0026000000000000003
48,1969,0.0059
48,1970,0.0097
48,1971,0.013800000000000002
48,1972,0.0179
48,1973,0.0219
48,1974,0.025400000000000002
48,1975,0.0281
48,1976,0.0297
48,1977,0.0303
48,1978,0.0303
48,1979,0.0297
48,1980,0.028900000000000002
48,1981,0.027700000000000002
48,1982,0.0261
48,1983,0.024
48,1984,0.0212
48,1985,0.0181
48,1986,0.015000000000000001
48,1987,0.012100000000000001
48,1988,0.0097
48,1989,0.0079
48,1990,0.006900000000000001
48,1991,0.0068000000000000005
48,1992,0.0076
48,1993,0.0091
48,1994,0.0112
48,1995,0.013000000000000001
48,1996,0.013900000000000001
48,1997,0.0129
48,1998,0.010100000000000001
48,1999,0.006200000000000001
48,2000,0.0023
48,2001,-0.00030000000000000003
48,2002,-0.001
48,2003,0.0005
48,2004,0.0036000000000000003
48,2005,0.0078000000000000005
48,2006,0.0122
48,2007,0.0161
48,2008,0.0189
48,2009,0.0205
48,2010,0.020800000000000003
48,2011,0.02
48,2012,0.018500000000000003
48,2013,0.0188
48,2014,0.0186
48,2015,0.0179
48,2016,0.0167
48,2017,0.0151
48,2018,0.0134
48,2019,0.0117
48,2020,0.0101
48,2021,0.0089
48,2022,0.0081
48,2023,0.0077
48,2024,0.0076
48,2025,0.0078
48,2026,0.0082
48,2027,0.0086
48,2028,0.0091
48,2029,0.0095
48,2030,0.0098
48,2031,0.01
49,1951,0.02
49,1952,0.018500000000000003
49,1953,0.016900000000000002
49,1954,0.015000000000000001
49,1955,0.0128
49,1956,0.0103
49,1957,0.0077
49,1958,0.0054
49,1959,0.0034000000000000002
49,1960,0.0016
49,1961,0.0002
49,1962,-0.001
49,1963,-0.0018000000000000002
49,1964,-0.0021000000000000003
49,1965,-0.0017000000000000001
49,1966,-0.0007
49,1967,0.0011
49,1968,0.0037
49,1969,0.006900000000000001
49,1970,0.0106
49,1971,0.014400000000000001
49,1972,0.0182
49,1973,0.0218
49,1974,0.024900000000000002
49,1975,0.027200000000000002
49,1976,0.0285
49,1977,0.0291
49,1978,0.029
49,1979,0.0286
49,1980,0.0279
49,1981,0.0269
49,1982,0.0256
49,1983,0.023700000000000002
49,1984,0.021400000000000002
49,1985,0.0189
49,1986,0.0164
49,1987,0.0143
49,1988,0.0125
49,1989,0.0112
49,1990,0.010400000000000001
49,1991,0.0102
49,1992,0.0106
49,1993,0.011600000000000001
49,1994,0.013000000000000001
49,1995,0.0143
49,1996,0.0146
49,1997,0.013300000000000001
49,1998,0.0102
49,1999,0.006
49,2000,0.0019
49,2001,-0.0011
49,2002,-0.0023
49,2003,-0.0013000000000000002
49,2004,0.0015
49,2005,0.0055000000000000005
49,2006,0.0098
49,2007,0.013600000000000001
49,2008,0.0165
49,2009,0.0182
49,2010,0.018600000000000002
49,2011,0.0181
49,2012,0.016900000000000002
49,2013,0.0175
49,2014,0.0177
49,2015,0.0174
49,2016,0.0166
49,2017,0.0154
49,2018,0.014
49,2019,0.0125
49,2020,0.011
49,2021,0.0098
49,2022,0.0089
49,2023,0.0084
49,2024,0.0081
49,2025,0.0081
49,2026,0.0083
49,2027,0.0087
49,2028,0.0091
49,2029,0.0095
49,2030,0.0098
49,2031,0.0099
50,1951,0.0189
50,1952,0.0176
50,1953,0.0161
50,1954,0.0143
50,1955,0.0122
50,1956,0.0097
50,1957,0.0073
50,1958,0.005
50,1959,0.0031000000000000003
50,1960,0.0016
50,1961,0.00030000000000000003
50,1962,-0.0007
50,1963,-0.0014
50,1964,-0.0016
50,1965,-0.0012000000000000001
50,1966,0.0
50,1967,0.0019
50,1968,0.0045000000000000005
50,1969,0.0078000000000000005
50,1970,0.011300000000000001
50,1971,0.015000000000000001
50,1972,0.018600000000000002
50,1973,0.0219
50,1974,0.0246
50,1975,0.026500000000000003
50,1976,0.0275
50,1977,0.0279
50,1978,0.027800000000000002
50,1979,0.0274
50,1980,0.0268
50,1981,0.025900000000000003
50,1982,0.0247
50,1983,0.023100000000000002
50,1984,0.0212
50,1985,0.019200000000000002
50,1986,0.0175
50,1987,0.016
50,1988,0.0149
50,1989,0.014
50,1990,0.0134
50,1991,0.0131
50,1992,0.013300000000000001
50,1993,0.013900000000000001
50,1994,0.0149
50,1995,0.0158
50,1996,0.0158
50,1997,0.0143
50,1998,0.011000000000000001
50,1999,0.0067
50,2000,0.0023
50,2001,-0.0012000000000000001
50,2002,-0.0029000000000000002
50,2003,-0.0025
50,2004,-0.0001
50,2005,0.0034000000000000002
50,2006,0.007500000000000001
50,2007,0.0112
50,2008,0.014
50,2009,0.015700000000000002
50,2010,0.016300000000000002
50,2011,0.0158
50,2012,0.0148
50,2013,0.0157
50,2014,0.0163
50,2015,0.0164
50,2016,0.016
50,2017,0.0153
50,2018,0.0143
50,2019,0.0131
50,2020,0.0118
50,2021,0.0107
50,2022,0.0097
50,2023,0.0091
50,2024,0.0086
50,2025,0.0085
50,2026,0.0085
50,2027,0.0088
50,2028,0.0091
50,2029,0.0095
50,2030,0.0098
50,2031,0.0099
51,1951,0.0181
51,1952,0.016800000000000002
51,1953,0.0154
51,1954,0.0137
51,1955,0.011600000000000001
51,1956,0.0092
51,1957,0.006900000000000001
51,1958,0.0048000000000000004
51,1959,0.003
51,1960,0.0016
51,1961,0.0004
51,1962,-0.0006000000000000001
51,1963,-0.0012000000000000001
51,1964,-0.0013000000000000002
51,1965,-0.0008
51,1966,0.0004
51,1967,0.0024000000000000002
51,1968,0.005
51,1969,0.0083
51,1970,0.0119
51,1971,0.015600000000000001
51,1972,0.019100000000000002
51,1973,0.0221
51,1974,0.0245
51,1975,0.0261
51,1976,0.0269
51,1977,0.027
51,1978,0.0267
51,1979,0.0262
51,1980,0.025500000000000002
51,1981,0.0246
51,1982,0.0235
51,1983,0.0221
51,1984,0.0207
51,1985,0.0193
51,1986,0.0181
51,1987,0.0173
51,1988,0.0167
51,1989,0.016300000000000002
51,1990,0.0159
51,1991,0.015600000000000001
51,1992,0.015600000000000001
51,1993,0.016
51,1994,0.0167
51,1995,0.017400000000000002
51,1996,0.0172
51,1997,0.015600000000000001
51,1998,0.0123
51,1999,0.0079
51,2000,0.0033
51,2001,-0.0005
51,2002,-0.0027
51,2003,-0.0028
51,2004,-0.0011
51,2005,0.0019
51,2006,0.0055000000000000005
51,2007,0.0089
